title,platform,score,genre,release_year,release_month
AEW: Fight Forever,PC,6,Wrestling,2023,6
Trepang2,PlayStation 5,8,PC,2023,10
Dave the Diver,PC,9,Adventure,2024,4
Dave the Diver,PlayStation 4,9,Adventure,2024,4
Final Fantasy XVI,PC,9,Action,2049,12
Story of Seasons: A Wonderful Life,Nintendo Switch,6,RPG,2023,6
Story of Seasons: A Wonderful Life,PC,6,RPG,2023,6
Aliens: Dark Descent,PC,7,PlayStation 4,2023,6
Aliens: Dark Descent,PlayStation 4,7,PlayStation 4,2023,6
Layers of Fear [2023],PC,6,Adventure,2023,6
Layers of Fear [2023],Macintosh,6,Adventure,2023,6
F1 2023,PC,8,Racing,2023,6
F1 2023,Xbox One,8,Racing,2023,6
F1 2023,PlayStation 4,8,Racing,2023,6
Harmony: The Fall of Reverie,PC,8,Adventure,2023,6
Harmony: The Fall of Reverie,Xbox Series X|S,8,Adventure,2023,6
Greyhill Incident,PC,3,Action,2023,6
Amnesia: The Bunker,PC,8,Action,2023,6
Amnesia: The Bunker,Xbox One,8,Action,2023,6
Amnesia: The Bunker,PlayStation 4,8,Action,2023,6
System Shock,PC,9,Adventure,2024,5
System Shock,Xbox One,9,Adventure,2024,5
System Shock,PlayStation 4,9,Adventure,2024,5
Diablo 4,PC,9,Action,2023,6
Diablo 4,PlayStation 4,9,Action,2023,6
Diablo 4,Xbox One,9,Action,2023,6
Street Fighter 6,PC,9,Fighting,2023,6
Street Fighter 6,PlayStation 4,9,Fighting,2023,6
Street Fighter 6,Xbox Series X|S,9,Fighting,2023,6
The Lord of the Rings: Gollum,Xbox Series X|S,4,Action,2023,5
The Lord of the Rings: Gollum,PlayStation 4,4,Action,2023,5
The Lord of the Rings: Gollum,PC,4,Action,2023,5
The Lord of the Rings: Gollum,Xbox One,4,Action,2023,5
Warhammer 40K: Boltgun,PlayStation 5,7,PlayStation 4,2023,5
Warhammer 40K: Boltgun,PC,7,PlayStation 4,2023,5
Warhammer 40K: Boltgun,PlayStation 4,7,PlayStation 4,2023,5
After Us,Xbox Series X|S,5,PC,2023,5
Star Trek Resurgence,PlayStation 4,7,Sci-Fi,2023,5
Star Trek Resurgence,PC,7,Sci-Fi,2023,5
LEGO 2K Drive,PC,8,Racing,2023,5
LEGO 2K Drive,PlayStation 4,8,Racing,2023,5
LEGO 2K Drive,PlayStation 5,8,Racing,2023,5
LEGO 2K Drive,Xbox One,8,Racing,2023,5
Outlast Trials,Xbox One,7,Action,2024,3
Outlast Trials,PlayStation 4,7,Action,2024,3
Outlast Trials,PC,7,Action,2024,3
Outlast Trials,PlayStation 5,7,Action,2024,3
Humanity,PC,9,Puzzle,2023,5
Humanity,PlayStation 4,9,Puzzle,2023,5
Darkest Dungeon II,PC,8,RPG,2024,7
Darkest Dungeon II,PlayStation 4,8,RPG,2024,7
Honkai: Star Rail,PC,9,iPhone,2023,10
Honkai: Star Rail,Android,9,iPhone,2023,10
The Last Case of Benedict Fox,Xbox One,6,Adventure,2023,4
The Last Case of Benedict Fox,PC,6,Adventure,2023,4
Redfall,PC,4,Action,2023,5
Stray Blade,PC,5,Action,2023,4
Stray Blade,PlayStation 5,5,Action,2023,4
Age of Wonders 4,PC,8,PC,2023,5
Star Wars Jedi: Survivor,PC,9,Action,2023,4
Star Wars Jedi: Survivor,PlayStation 5,9,Action,2023,4
Tron: Identity,PC,7,Adventure,2023,4
Ghosted,Print,6,Image Comics,2014,2
Ghosted,Print,6,Image Comics,2014,2
Dredge,Xbox One,8,Adventure,2023,3
Dredge,PC,8,Adventure,2023,3
Dredge,PlayStation 4,8,Adventure,2023,3
Dredge,Xbox Series X|S,8,Adventure,2023,3
Disney Speedstorm,PlayStation 4,5,Racing,2023,4
Disney Speedstorm,PC,5,Racing,2023,4
Disney Speedstorm,PlayStation 5,5,Racing,2023,4
Disney Speedstorm,Xbox One,5,Racing,2023,4
The Mageseeker,PlayStation 5,7,Action,2023,4
The Mageseeker,PC,7,Action,2023,4
Dead Island 2,Xbox One,7,Action,2023,4
Dead Island 2,PlayStation 4,7,Action,2023,4
Dead Island 2,PC,7,Action,2023,4
Minecraft Legends,Nintendo Switch,7,Action,2023,4
Minecraft Legends,PC,7,Action,2023,4
Minecraft Legends,Xbox One,7,Action,2023,4
Minecraft Legends,PlayStation 4,7,Action,2023,4
Sherlock Holmes: The Awakened,Xbox One,5,Adventure,2023,4
Sherlock Holmes: The Awakened,PlayStation 4,5,Adventure,2023,4
Sherlock Holmes: The Awakened,Nintendo Switch,5,Adventure,2023,4
Sherlock Holmes: The Awakened,PC,5,Adventure,2023,4
Mighty DOOM,iPhone,5,iPhone,2023,3
Crime Boss,PC,4,Action,2023,6
Crime Boss,Xbox Series X|S,4,Action,2023,6
Everspace 2,PC,7,Action,2023,8
Everspace 2,Xbox Series X|S,7,Action,2023,8
Meet Your Maker,Xbox One,8,PlayStation 4,2023,4
Meet Your Maker,PC,8,PlayStation 4,2023,4
Ravenbound,PC,5,Action,2023,3
MLB The Show 23,Xbox Series X|S,9,Sports,2023,3
MLB The Show 23,PlayStation 4,9,Sports,2023,3
MLB The Show 23,Xbox One,9,Sports,2023,3
Forza Horizon 5: Rally Adventure,Xbox One,8,Racing,2023,3
Forza Horizon 5: Rally Adventure,PC,8,Racing,2023,3
The Walking Dead: Saints and Sinners 2: Retribution,PC,7,Action,2023,3
The Walking Dead: Saints and Sinners 2: Retribution,PlayStation 4,7,Action,2023,3
Have a Nice Death,PC,8,Action,2023,12
Have a Nice Death,PlayStation 4,8,Action,2023,12
Have a Nice Death,PlayStation 5,8,Action,2023,12
Have a Nice Death,Xbox One,8,Action,2023,12
WWE 2K23,PC,8,Wrestling,2023,3
WWE 2K23,PlayStation 4,8,Wrestling,2023,3
WWE 2K23,Xbox One,8,Wrestling,2023,3
Resident Evil 4,PC,10,Action,2023,12
Resident Evil 4,PlayStation 4,10,Action,2023,12
Resident Evil 4,Xbox Series X|S,10,Action,2023,12
Resident Evil 4,iPad,10,Action,2023,12
Resident Evil 4,Macintosh,10,Action,2023,12
Destiny 2: Lightfall,PlayStation 4,6,Action,2023,2
Destiny 2: Lightfall,Xbox One,6,Action,2023,2
Destiny 2: Lightfall,PC,6,Action,2023,2
Destiny 2: Lightfall,PlayStation 5,6,Action,2023,2
Dead Cells: Return to Castlevania,PC,10,Action,2023,3
Dead Cells: Return to Castlevania,Nintendo Switch,10,Action,2023,3
Dead Cells: Return to Castlevania,Xbox One,10,Action,2023,3
Dead Cells: Return to Castlevania,PlayStation 4,10,Action,2023,3
Sons of the Forest,PC,8,Adventure,2023,2
Wo Long,PC,8,Action,2023,3
Wo Long,PlayStation 4,8,Action,2023,3
Wo Long,Xbox One,8,Action,2023,3
Gran Turismo 7,PlayStation 4,9,Racing,2022,3
Demeo,PC,8,RPG,2049,12
Demeo,Apple Vision Pro,8,RPG,2049,12
Scars Above,PC,5,Action,2023,2
Scars Above,Xbox One,5,Action,2023,2
Scars Above,PlayStation 5,5,Action,2023,2
Scars Above,PlayStation 4,5,Action,2023,2
Company of Heroes 3,Xbox Series X|S,8,SEGA,2023,5
Resident Evil VIllage,Xbox One,8,Action,2023,10
Resident Evil VIllage,Stadia,8,Action,2023,10
Resident Evil VIllage,PC,8,Action,2023,10
Resident Evil VIllage,PlayStation 4,8,Action,2023,10
Resident Evil VIllage,Macintosh,8,Action,2023,10
Resident Evil VIllage,iPhone 15 Pro,8,Action,2023,10
Resident Evil VIllage,iPad,8,Action,2023,10
Blood Bowl 3,Xbox One,5,Action,2049,12
Blood Bowl 3,PC,5,Action,2049,12
Blood Bowl 3,PlayStation 4,5,Action,2049,12
Blood Bowl 3,Nintendo Switch,5,Action,2049,12
Company of Heroes 3,Xbox Series X|S,6,SEGA,2023,5
Atomic Heart,PC,8,PlayStation 4,2023,2
Atomic Heart,PlayStation 4,8,PlayStation 4,2023,2
Atomic Heart,Xbox Series X|S,8,PlayStation 4,2023,2
Octopath Traveler 2,PC,7,RPG,2024,6
Octopath Traveler 2,Nintendo Switch,7,RPG,2024,6
Octopath Traveler 2,PlayStation 4,7,RPG,2024,6
Octopath Traveler 2,Xbox One,7,RPG,2024,6
Like a Dragon: Ishin!,PC,7,Action,2023,2
Like a Dragon: Ishin!,PlayStation 4,7,Action,2023,2
Like a Dragon: Ishin!,Xbox One,7,Action,2023,2
Star Wars: Galaxy's Edge VR,PlayStation 5,7,Action,2023,2
Wild Hearts,PC,8,Action,2023,2
Wild Hearts,PlayStation 5,8,Action,2023,2
PS VR2,Hardware,9,Hardware,2023,2
Theatrhythm: Final Bar Line,PlayStation 4,9,Music,2023,2
Wanted: Dead,Xbox One,4,Action,2023,2
Wanted: Dead,PlayStation 4,4,Action,2023,2
Wanted: Dead,PC,4,Action,2023,2
Wanted: Dead,Xbox Series X|S,4,Action,2023,2
Deliver Us Mars,PC,6,Adventure,2023,2
Deliver Us Mars,Xbox One,6,Adventure,2023,2
Deliver Us Mars,PlayStation 4,6,Adventure,2023,2
Deliver Us Mars,Xbox Series X|S,6,Adventure,2023,2
The Last of Us,SteamOS,9,Action,2021,11
Sharper,On-Demand,5,Theater,2023,2
Hogwarts Legacy,PC,9,Action,2023,11
Hogwarts Legacy,PlayStation 4,9,Action,2023,11
Hogwarts Legacy,Xbox One,9,Action,2023,11
Hi-Fi Rush,PC,9,Music,2024,3
Hi-Fi Rush,PlayStation 5,9,Music,2024,3
SpongeBob SquarePants: Cosmic Shake,Xbox One,5,Action,2023,10
SpongeBob SquarePants: Cosmic Shake,PlayStation 4,5,Action,2023,10
SpongeBob SquarePants: Cosmic Shake,PC,5,Action,2023,10
SpongeBob SquarePants: Cosmic Shake,Xbox Series X|S,5,Action,2023,10
Dead Space,PC,9,Horror,2023,1
Forspoken,PC,6,Action,2023,1
One Piece Odyssey,PlayStation 4,7,Bandai Namco Games,2024,7
World of Warcraft: Dragonflight,PC,7,RPG,2022,11
World of Warcraft: Dragonflight,Macintosh,7,RPG,2022,11
High on Life,PlayStation 4,8,PC,2023,7
The Walking Dead: Saints and Sinners 2: Retribution,PC,6,Action,2023,3
The Walking Dead: Saints and Sinners 2: Retribution,PlayStation 4,6,Action,2023,3
Dragon Quest Treasures,PC,7,RPG,2023,7
River City Girls 2,PlayStation 4,8,Action,2022,12
River City Girls 2,Xbox Series X|S,8,Action,2022,12
River City Girls 2,PC,8,Action,2022,12
River City Girls 2,Xbox One,8,Action,2022,12
Call of Duty: Warzone 2.0,PlayStation 4,8,PlayStation 4,2022,11
Call of Duty: Warzone 2.0,Xbox One,8,PlayStation 4,2022,11
Choo-Choo Charles,PC,4,Action,2024,1
Choo-Choo Charles,Xbox Series X|S,4,Action,2024,1
Choo-Choo Charles,PlayStation 4,4,Action,2024,1
Choo-Choo Charles,Xbox One,4,Action,2024,1
NFS Unbound,PC,7,Racing,2022,12
Crisis Core: Final Fantasy 7 Reunion,Xbox One,8,Action,2022,12
Crisis Core: Final Fantasy 7 Reunion,PlayStation 5,8,Action,2022,12
Crisis Core: Final Fantasy 7 Reunion,PlayStation 4,8,Action,2022,12
Crisis Core: Final Fantasy 7 Reunion,PC,8,Action,2022,12
Dwarf Fortress,PC,10,Adventure,2006,8
Dwarf Fortress,Linux,10,Adventure,2006,8
Dwarf Fortress,Macintosh,10,Adventure,2006,8
Far Cry 6: Lost Between Worlds,Xbox One,7,Ubisoft,2022,12
Far Cry 6: Lost Between Worlds,PlayStation 4,7,Ubisoft,2022,12
The Callisto Protocol,Xbox One,7,Action,2022,12
The Callisto Protocol,PC,7,Action,2022,12
The Callisto Protocol,PlayStation 4,7,Action,2022,12
Midnight Suns,PlayStation 5,8,RPG,2023,5
Midnight Suns,PC,8,RPG,2023,5
Midnight Suns,Xbox One,8,RPG,2023,5
Midnight Suns,PlayStation 4,8,RPG,2023,5
Warhammer 40K: Darktide,PC,8,Action,2023,10
Gungrave GORE,PlayStation 4,6,Action,2023,10
Gungrave GORE,Xbox One,6,Action,2023,10
Gungrave GORE,PlayStation 5,6,Action,2023,10
Gungrave GORE,PC,6,Action,2023,10
Evil West,PC,7,Action,2022,11
Evil West,Xbox One,7,Action,2022,11
Evil West,PlayStation 4,7,Action,2022,11
 The Dark Pictures: The Devil In Me,Xbox One,5,Adventure,2022,11
 The Dark Pictures: The Devil In Me,PC,5,Adventure,2022,11
 The Dark Pictures: The Devil In Me,PlayStation 4,5,Adventure,2022,11
Atari 50,PlayStation 5,9,Adventure,2022,11
Atari 50,PlayStation 4,9,Adventure,2022,11
Atari 50,Xbox One,9,Adventure,2022,11
Atari 50,PC,9,Adventure,2022,11
Goat Simulator 3,Xbox One,8,Action,2022,11
Goat Simulator 3,PC,8,Action,2022,11
Goat Simulator 3,PlayStation 4,8,Action,2022,11
Somerville,Xbox One,7,Action,2023,8
Somerville,PC,7,Action,2023,8
Somerville,PlayStation 5,7,Action,2023,8
Somerville,PlayStation 4,7,Action,2023,8
Pentiment,PC,10,Adventure,2024,2
Pentiment,Xbox One,10,Adventure,2024,2
Pentiment,PlayStation 5,10,Adventure,2024,2
Pentiment,PlayStation 4,10,Adventure,2024,2
Vampire Survivors,PC,8,Action,2024,9
Vampire Survivors,Xbox One,8,Action,2024,9
Vampire Survivors,PC,8,Action,2024,9
Vampire Survivors,Android,8,Action,2024,9
Vampire Survivors,iPhone,8,Action,2024,9
Vampire Survivors,PlayStation 5,8,Action,2024,9
Vampire Survivors,PlayStation 4,8,Action,2024,9
Among Us VR,PC,8,Action,2049,12
Sonic Frontiers,PlayStation 4,7,SEGA,2022,11
Sonic Frontiers,PlayStation 5,7,SEGA,2022,11
Sonic Frontiers,PC,7,SEGA,2022,11
Marvel Snap,iPhone,8,iPhone,2023,8
Marvel Snap,PC,8,iPhone,2023,8
The Entropy Centre,Xbox Series X|S,7,Action,2023,7
The Entropy Centre,Xbox One,7,Action,2023,7
The Entropy Centre,PC,7,Action,2023,7
The Entropy Centre,PlayStation 4,7,Action,2023,7
Resident Evil VIllage,Xbox One,6,Action,2023,10
Resident Evil VIllage,Stadia,6,Action,2023,10
Resident Evil VIllage,PC,6,Action,2023,10
Resident Evil VIllage,PlayStation 4,6,Action,2023,10
Resident Evil VIllage,Macintosh,6,Action,2023,10
Resident Evil VIllage,iPhone 15 Pro,6,Action,2023,10
Resident Evil VIllage,iPad,6,Action,2023,10
Resident Evil ReVerse,Xbox One,5,Action,2022,10
Resident Evil ReVerse,PC,5,Action,2022,10
Resident Evil ReVerse,PlayStation 4,5,Action,2022,10
Resident Evil ReVerse,Xbox Series X|S,5,Action,2022,10
God of War: Ragnarok,PlayStation 4,10,Action,2022,11
WRC Generations,Xbox One,8,Racing,2022,12
WRC Generations,PC,8,Racing,2022,12
WRC Generations,PlayStation 4,8,Racing,2022,12
WRC Generations,Nintendo Switch,8,Racing,2022,12
Call of Duty: Modern Warfare II,PlayStation 5,8,PlayStation 4,2022,10
Call of Duty: Modern Warfare II,PlayStation 4,8,PlayStation 4,2022,10
Call of Duty: Modern Warfare II,PC,8,PlayStation 4,2022,10
Mount & Blade II,Xbox Series X|S,6,Number Of Players,2022,10
Mount & Blade II,Xbox One,6,Number Of Players,2022,10
Mount & Blade II,PlayStation 4,6,Number Of Players,2022,10
The Valiant,PlayStation 4,6,PlayStation 4,2023,7
The Valiant,Xbox One,6,PlayStation 4,2023,7
Star Ocean: The Divine Force,Xbox One,7,RPG,2022,10
Star Ocean: The Divine Force,PC,7,RPG,2022,10
Star Ocean: The Divine Force,PlayStation 5,7,RPG,2022,10
Star Ocean: The Divine Force,PlayStation 4,7,RPG,2022,10
Ghostbusters: Spirits Unleashed,PlayStation 4,6,Action,2022,10
Ghostbusters: Spirits Unleashed,Xbox One,6,Action,2022,10
Ghostbusters: Spirits Unleashed,PC,6,Action,2022,10
Call of Duty: Modern Warfare II,PlayStation 5,6,PlayStation 4,2022,10
Call of Duty: Modern Warfare II,PlayStation 4,6,PlayStation 4,2022,10
Call of Duty: Modern Warfare II,PC,6,PlayStation 4,2022,10
NHL 23,PlayStation 4,8,Sports,2022,10
NHL 23,Xbox One,8,Sports,2022,10
New Tales from the Borderlands,Xbox One,7,Adventure,2022,10
New Tales from the Borderlands,PlayStation 4,7,Adventure,2022,10
New Tales from the Borderlands,PC,7,Adventure,2022,10
Gotham Knights,Xbox Series X|S,5,Action,2022,10
Gotham Knights,PC,5,Action,2022,10
Dragon Ball: The Breakers,Xbox Series X|S,5,Action,2022,10
Dragon Ball: The Breakers,Xbox One,5,Action,2022,10
Dragon Ball: The Breakers,PlayStation 4,5,Action,2022,10
Dragon Ball: The Breakers,PC,5,Action,2022,10
The Last Hero of Nostalgaia,PC,7,Action,2023,6
The Last Hero of Nostalgaia,Xbox One,7,Action,2023,6
The Last Hero of Nostalgaia,PlayStation 5,7,Action,2023,6
A Plague Tale: Requiem,PlayStation 5,8,Adventure,2022,10
A Plague Tale: Requiem,PC,8,Adventure,2022,10
PGA Tour 2K23,PlayStation 4,6,Sports,2022,10
PGA Tour 2K23,Xbox Series X|S,6,Sports,2022,10
PGA Tour 2K23,Xbox One,6,Sports,2022,10
PGA Tour 2K23,PC,6,Sports,2022,10
Scorn,PC,7,Adventure,2023,10
Scorn,PlayStation 5,7,Adventure,2023,10
Moonbreaker,Macintosh,7,PC,2022,9
Lego Bricktales,Xbox One,7,Adventure,2023,12
Lego Bricktales,Nintendo Switch,7,Adventure,2023,12
Lego Bricktales,PlayStation 4,7,Adventure,2023,12
Lego Bricktales,PC,7,Adventure,2023,12
Lego Bricktales,Android,7,Adventure,2023,12
Lego Bricktales,iPad,7,Adventure,2023,12
Lego Bricktales,iPhone,7,Adventure,2023,12
Dakar Desert Rally,PC,5,Racing,2022,10
Dakar Desert Rally,Xbox One,5,Racing,2022,10
Dakar Desert Rally,PlayStation 4,5,Racing,2022,10
Mortal Kombat Legends: Snow Blind,Blu-ray,6,Action,2022,10
Slime Rancher 2,PC,7,Adventure,2022,9
Overwatch 2,PlayStation 4,8,PlayStation 4,2022,10
Overwatch 2,PC,8,PlayStation 4,2022,10
Valkyrie Elysium,PlayStation 4,6,Action,2022,9
Valkyrie Elysium,PC,6,Action,2022,9
Tinykin,PlayStation 4,8,Adventure,2022,8
Tinykin,Xbox Series X|S,8,Adventure,2022,8
Tinykin,Xbox One,8,Adventure,2022,8
Tinykin,PC,8,Adventure,2022,8
FIFA 23,Xbox Series X|S,7,Sports,2022,9
FIFA 23,PC,7,Sports,2022,9
DioField Chronicle,Nintendo Switch,7,RPG,2022,9
DioField Chronicle,PlayStation 4,7,RPG,2022,9
DioField Chronicle,PC,7,RPG,2022,9
DioField Chronicle,Xbox One,7,RPG,2022,9
Session,PC,6,Sports,2023,3
Session,Xbox One,6,Sports,2023,3
Session,PlayStation 4,6,Sports,2023,3
Session,PlayStation 5,6,Sports,2023,3
Grounded,Xbox One,9,Action,2024,4
Grounded,PC,9,Action,2024,4
Grounded,Xbox Series X|S,9,Action,2024,4
Grounded,PC,9,Action,2024,4
Grounded,Xbox One,9,Action,2024,4
Grounded,Nintendo Switch,9,Action,2024,4
Grounded,PlayStation 4,9,Action,2024,4
Shovel Knight Dig,PC,8,Puzzle,2049,12
Shovel Knight Dig,iPad,8,Puzzle,2049,12
Shovel Knight Dig,iPhone,8,Puzzle,2049,12
Shovel Knight Dig,Macintosh,8,Puzzle,2049,12
Shovel Knight Dig,PlayStation 4,8,Puzzle,2049,12
Soulstice,PC,5,Action,2022,9
Soulstice,Xbox Series X|S,5,Action,2022,9
Return to Monkey Island,PC,9,Adventure,2023,7
Return to Monkey Island,PlayStation 5,9,Adventure,2023,7
Return to Monkey Island,iPhone,9,Adventure,2023,7
Return to Monkey Island,Android,9,Adventure,2023,7
Return to Monkey Island,iPad,9,Adventure,2023,7
Isonzo,Xbox One,7,PlayStation 4,2022,9
Isonzo,PlayStation 4,7,PlayStation 4,2022,9
Isonzo,PlayStation 5,7,PlayStation 4,2022,9
NBA 2K23,PlayStation 5,6,Sports,2022,9
Metal: Hellsinger,Xbox One,7,Music,2022,9
Metal: Hellsinger,PC,7,Music,2022,9
Metal: Hellsinger,PlayStation 4,7,Music,2022,9
Metal: Hellsinger,PlayStation 5,7,Music,2022,9
Disney Dreamlight Valley,Xbox One,8,Adventure,2023,12
Disney Dreamlight Valley,Macintosh,8,Adventure,2023,12
Disney Dreamlight Valley,PC,8,Adventure,2023,12
Disney Dreamlight Valley,PlayStation 5,8,Adventure,2023,12
Disney Dreamlight Valley,PlayStation 4,8,Adventure,2023,12
Jojo's Bizarre Adventure: All Star Battle R,Xbox One,7,Bandai Namco Games,2022,9
Jojo's Bizarre Adventure: All Star Battle R,PC,7,Bandai Namco Games,2022,9
Jojo's Bizarre Adventure: All Star Battle R,Xbox Series X|S,7,Bandai Namco Games,2022,9
Steelrising,PC,6,Sci-Fi,2022,9
F1 Manager 2022,Xbox One,8,Racing,2022,8
F1 Manager 2022,PC,8,Racing,2022,8
F1 Manager 2022,PlayStation 4,8,Racing,2022,8
Rick and Morty,Print,9,Oni Press,2017,11
Rick and Morty,Print,9,Oni Press,2017,11
Rick and Morty,Print,9,Oni Press,2017,11
Ooblets,Xbox One,7,Adventure,2022,9
Ooblets,PC,7,Adventure,2022,9
The Last of Us Part 1,PC,9,Action,2023,3
TMNT: Cowabunga Collection,PlayStation 5,7,Action,2022,8
TMNT: Cowabunga Collection,PlayStation 4,7,Action,2022,8
TMNT: Cowabunga Collection,PC,7,Action,2022,8
TMNT: Cowabunga Collection,Xbox One,7,Action,2022,8
Immortality,PC,8,Adventure,2024,1
Immortality,Android,8,Adventure,2024,1
Immortality,iPhone,8,Adventure,2024,1
Destroy All Humans 2: Reprobed,Xbox Series X|S,6,Action,2023,6
Destroy All Humans 2: Reprobed,PC,6,Action,2023,6
Destroy All Humans 2: Reprobed,PlayStation 4,6,Action,2023,6
Destroy All Humans 2: Reprobed,Xbox One,6,Action,2023,6
Rollerdrome,PlayStation 4,9,Action,2023,11
Rollerdrome,PC,9,Action,2023,11
Saints Row,Xbox One,6,Action,2022,8
Saints Row,PlayStation 5,6,Action,2022,8
Saints Row,PC,6,Action,2022,8
Saints Row,PlayStation 4,6,Action,2022,8
Madden NFL 23,PlayStation 5,7,Sports,2022,8
Red Matter 2,PC,8,Adventure,2023,5
Soul Hackers 2,PC,7,Sci-Fi,2022,8
Soul Hackers 2,PlayStation 4,7,Sci-Fi,2022,8
Soul Hackers 2,PlayStation 5,7,Sci-Fi,2022,8
Thymesia,PC,6,Action,2022,8
Thymesia,Xbox Series X|S,6,Action,2022,8
Rumbleverse,PlayStation 4,9,Fighting,2022,8
Rumbleverse,PC,9,Fighting,2022,8
Rumbleverse,Xbox One,9,Fighting,2022,8
Cult of the Lamb,PlayStation 4,8,Action,2022,8
Cult of the Lamb,Xbox One,8,Action,2022,8
Cult of the Lamb,PC,8,Action,2022,8
Cult of the Lamb,Nintendo Switch,8,Action,2022,8
Digimon Survive,PC,6,Adventure,2022,7
Digimon Survive,PlayStation 4,6,Adventure,2022,7
Digimon Survive,Xbox One,6,Adventure,2022,7
GigaBash,PlayStation 4,7,Fighting,2023,8
GigaBash,PC,7,Fighting,2023,8
Hard West 2,PC,7,RPG,2022,8
Two Point Campus,PlayStation 4,8,SEGA,2022,8
Two Point Campus,Xbox One,8,SEGA,2022,8
Two Point Campus,Nintendo Switch,8,SEGA,2022,8
MultiVersus,PC,8,Fighting,2022,7
MultiVersus,PlayStation 4,8,Fighting,2022,7
MultiVersus,Xbox One,8,Fighting,2022,7
Forza Horizon 5: Hot Wheels,PC,8,Racing,2022,7
Forza Horizon 5: Hot Wheels,Xbox One,8,Racing,2022,7
Live A Live,PlayStation 4,9,RPG,2023,4
Live A Live,PC,9,RPG,2023,4
PowerWash Simulator,Xbox One,7,PC,2023,1
PowerWash Simulator,PlayStation 4,7,PC,2023,1
PowerWash Simulator,Nintendo Switch,7,PC,2023,1
Stray,PC,8,Action,2023,12
Stray,PlayStation 4,8,Action,2023,12
Stray,Xbox One,8,Action,2023,12
Stray,Macintosh,8,Action,2023,12
As Dusk Falls,Xbox One,9,Adventure,2024,3
As Dusk Falls,PC,9,Adventure,2024,3
As Dusk Falls,PlayStation 4,9,Adventure,2024,3
Loopmancer,PC,8,Action,2022,7
Madison,Xbox One,7,Adventure,2022,7
Madison,PC,7,Adventure,2022,7
Madison,PlayStation 4,7,Adventure,2022,7
Gwent: Rogue Mage,Android,8,iPhone,2022,7
Gwent: Rogue Mage,iPhone,8,iPhone,2022,7
Matchpoint,PlayStation 4,5,Sports,2022,10
Matchpoint,Xbox One,5,Sports,2022,10
Matchpoint,PC,5,Sports,2022,10
Matchpoint,Nintendo Switch,5,Sports,2022,10
Neon White,PC,8,Action,2022,12
Neon White,PlayStation 4,8,Action,2022,12
F1 2022,PlayStation 4,8,Racing,2022,7
F1 2022,PC,8,Racing,2022,7
F1 2022,Xbox One,8,Racing,2022,7
Cuphead,Xbox One,9,PlayStation 4,2022,6
Cuphead,PlayStation 4,9,PlayStation 4,2022,6
Monster Hunter Rise: Sunbreak,PC,7,Action,2023,4
Monster Hunter Rise: Sunbreak,Xbox Series X|S,7,Action,2023,4
Monster Hunter Rise: Sunbreak,PlayStation 4,7,Action,2023,4
Monster Hunter Rise: Sunbreak,Xbox One,7,Action,2023,4
DNF Duel: Who's Next,PlayStation 4,8,Fighting,2023,4
DNF Duel: Who's Next,PC,8,Fighting,2023,4
Outriders,PlayStation 4,7,PlayStation 4,2022,6
Outriders,Xbox One,7,PlayStation 4,2022,6
Capcom Fighting Collection,Xbox One,8,Fighting,2022,6
Capcom Fighting Collection,PC,8,Fighting,2022,6
Capcom Fighting Collection,PlayStation 4,8,Fighting,2022,6
TMNT: Shredder's Revenge,PC,8,Action,2023,1
TMNT: Shredder's Revenge,PlayStation 4,8,Action,2023,1
TMNT: Shredder's Revenge,Xbox One,8,Action,2023,1
TMNT: Shredder's Revenge,Apple TV,8,Action,2023,1
TMNT: Shredder's Revenge,Android,8,Action,2023,1
TMNT: Shredder's Revenge,iPhone,8,Action,2023,1
TMNT: Shredder's Revenge,iPad,8,Action,2023,1
The Quarry,PC,7,Adventure,2022,6
The Quarry,PlayStation 4,7,Adventure,2022,6
The Quarry,Xbox One,7,Adventure,2022,6
Hardspace: Shipbreaker,PC,6,Adventure,2022,9
Hardspace: Shipbreaker,Xbox Series X|S,6,Adventure,2022,9
Diablo: Immortal,Android,6,Action,2022,6
Diablo: Immortal,PC,6,Action,2022,6
Diablo: Immortal,iPhone,6,Action,2022,6
Kao the Kangaroo,PC,7,PlayStation 4,2022,5
Kao the Kangaroo,PlayStation 5,7,PlayStation 4,2022,5
Kao the Kangaroo,Xbox One,7,PlayStation 4,2022,5
Apex Legends Mobile,Android,8,iPhone,2022,5
Sniper Elite 5,Xbox One,7,PlayStation 4,2022,5
Sniper Elite 5,PlayStation 4,7,PlayStation 4,2022,5
V Rising,PC,7,Action,2024,12
King Arthur,PC,7,RPG,2024,2
King Arthur,Xbox Series X|S,7,RPG,2024,2
Evil Dead,PC,8,Action,2022,5
Evil Dead,Xbox Series X|S,8,Action,2022,5
Evil Dead,Xbox One,8,Action,2022,5
Evil Dead,PlayStation 4,8,Action,2022,5
Vampire: Swansong,PlayStation 4,5,Adventure,2023,12
Vampire: Swansong,PC,5,Adventure,2023,12
Vampire: Swansong,Xbox One,5,Adventure,2023,12
Vampire: Swansong,Nintendo Switch,5,Adventure,2023,12
Achilles,PC,5,Action,2023,11
Achilles,Xbox One,5,Action,2023,11
Achilles,PlayStation 4,5,Action,2023,11
We Were Here Forever,PC,8,Adventure,2023,1
We Were Here Forever,Xbox One,8,Adventure,2023,1
We Were Here Forever,PlayStation 4,8,Adventure,2023,1
We Were Here Forever,PlayStation 5,8,Adventure,2023,1
